txn_id,order_id,amount,currency,status,method,created_at,settlement_id,customer_ref
uci_489644,489644,896.54,GBP,captured,online_retail,2009-12-01 16:30:00,setl_489644,customer_15808
uci_489645,489645,261.74,GBP,captured,online_retail,2009-12-01 16:34:00,setl_489645,customer_17191
uci_489650,489650,173.1,GBP,captured,online_retail,2009-12-01 16:44:00,setl_489650,customer_13748
uci_489652,489652,294.14,GBP,captured,online_retail,2009-12-01 17:08:00,setl_489652,customer_15265
uci_489654,489654,222.12,GBP,captured,online_retail,2009-12-01 17:19:00,setl_489654,customer_15750
uci_489657,489657,55.2,GBP,captured,online_retail,2009-12-01 17:28:00,setl_489657,customer_17428
uci_489656,489656,1237.3,GBP,captured,online_retail,2009-12-01 17:28:00,setl_489656,customer_17428
uci_489658,489658,828.09,GBP,captured,online_retail,2009-12-01 17:31:00,setl_489658,customer_15485
uci_489661,489661,23.48,GBP,captured,online_retail,2009-12-01 17:45:00,setl_489661,customer_17246
uci_489662,489662,73.75,GBP,captured,online_retail,2009-12-01 17:50:00,setl_489662,customer_15485
uci_489664,489664,374.43,GBP,captured,online_retail,2009-12-01 18:03:00,setl_489664,customer_14061
uci_489665,489665,252.3,GBP,captured,online_retail,2009-12-01 18:07:00,setl_489665,customer_14108
uci_489666,489666,263.09,GBP,captured,online_retail,2009-12-01 18:13:00,setl_489666,customer_13648
uci_489667,489667,538.46,GBP,captured,online_retail,2009-12-01 18:35:00,setl_489667,customer_16563
uci_489668,489668,378.12,GBP,captured,online_retail,2009-12-01 19:19:00,setl_489668,customer_16701
uci_489669,489669,397.2,GBP,captured,online_retail,2009-12-02 08:15:00,setl_489669,customer_12842
uci_489670,489670,114.6,GBP,captured,online_retail,2009-12-02 08:16:00,setl_489670,customer_14302
uci_489671,489671,740.3,GBP,captured,online_retail,2009-12-02 08:58:00,setl_489671,customer_14135
uci_489672,489672,772.65,GBP,captured,online_retail,2009-12-02 09:21:00,setl_489672,customer_14831
uci_489673,489673,61.1,GBP,captured,online_retail,2009-12-02 09:23:00,setl_489673,customer_14831
uci_489674,489674,261.3,GBP,captured,online_retail,2009-12-02 09:35:00,setl_489674,customer_15602
uci_489675,489675,4939.22,GBP,captured,online_retail,2009-12-02 09:47:00,setl_489675,customer_13777
uci_489676,489676,1210.8,GBP,captured,online_retail,2009-12-02 09:49:00,setl_489676,customer_13777
uci_489677,489677,192.0,GBP,captured,online_retail,2009-12-02 09:50:00,setl_489677,customer_14000
uci_489678,489678,189.3,GBP,captured,online_retail,2009-12-02 09:57:00,setl_489678,customer_16823
uci_489679,489679,795.98,GBP,captured,online_retail,2009-12-02 10:00:00,setl_489679,customer_16163
uci_489681,489681,89.59,GBP,captured,online_retail,2009-12-02 10:02:00,setl_489681,customer_17998
uci_489680,489680,45.0,GBP,captured,online_retail,2009-12-02 10:02:00,setl_489680,customer_17193
uci_489682,489682,125.73,GBP,captured,online_retail,2009-12-02 10:08:00,setl_489682,customer_15759
uci_489683,489683,1317.97,GBP,captured,online_retail,2009-12-02 10:09:00,setl_489683,customer_16131
uci_489684,489684,266.6,GBP,captured,online_retail,2009-12-02 10:15:00,setl_489684,customer_14560
uci_489687,489687,221.53,GBP,captured,online_retail,2009-12-02 10:41:00,setl_489687,customer_17087
uci_489688,489688,299.7,GBP,captured,online_retail,2009-12-02 10:42:00,setl_489688,customer_14894
uci_489695,489695,306.95,GBP,captured,online_retail,2009-12-02 10:48:00,setl_489695,customer_16202
uci_489699,489699,401.7,GBP,captured,online_retail,2009-12-02 10:51:00,setl_489699,customer_16700
uci_489705,489705,17.0,GBP,captured,online_retail,2009-12-02 10:52:00,setl_489705,customer_16700
uci_489702,489702,3108.64,GBP,captured,online_retail,2009-12-02 10:52:00,setl_489702,customer_17511
uci_489723,489723,2052.12,GBP,captured,online_retail,2009-12-02 10:58:00,setl_489723,customer_14299
uci_489726,489726,750.0,GBP,captured,online_retail,2009-12-02 11:07:00,setl_489726,customer_17949
uci_489725,489725,216.0,GBP,captured,online_retail,2009-12-02 11:07:00,setl_489725,customer_17949
uci_489727,489727,900.0,GBP,captured,online_retail,2009-12-02 11:09:00,setl_489727,customer_17949
uci_489728,489728,180.45,GBP,captured,online_retail,2009-12-02 11:18:00,setl_489728,customer_14799
uci_489733,489733,168.0,GBP,captured,online_retail,2009-12-02 11:20:00,setl_489733,customer_15311
uci_489743,489743,538.77,GBP,captured,online_retail,2009-12-02 11:24:00,setl_489743,customer_16550
uci_489748,489748,754.2,GBP,captured,online_retail,2009-12-02 11:26:00,setl_489748,customer_12980
uci_489764,489764,223.1,GBP,captured,online_retail,2009-12-02 11:31:00,setl_489764,customer_14425
uci_489765,489765,285.59,GBP,captured,online_retail,2009-12-02 11:33:00,setl_489765,customer_15353
uci_489766,489766,130.18,GBP,captured,online_retail,2009-12-02 11:34:00,setl_489766,customer_17818
uci_489780,489780,159.98,GBP,captured,online_retail,2009-12-02 11:43:00,setl_489780,customer_13654
uci_489782,489782,230.46,GBP,captured,online_retail,2009-12-02 11:45:00,setl_489782,customer_17189
uci_489783,489783,162.04,GBP,captured,online_retail,2009-12-02 11:47:00,setl_489783,customer_13269
uci_489784,489784,40.8,GBP,captured,online_retail,2009-12-02 11:48:00,setl_489784,customer_13269
uci_489785,489785,333.67,GBP,captured,online_retail,2009-12-02 11:51:00,setl_489785,customer_14653
uci_489786,489786,216.86,GBP,captured,online_retail,2009-12-02 11:52:00,setl_489786,customer_17019
uci_489787,489787,319.54,GBP,captured,online_retail,2009-12-02 11:53:00,setl_489787,customer_15542
uci_489788,489788,119.16,GBP,captured,online_retail,2009-12-02 11:55:00,setl_489788,customer_13564
uci_489790,489790,131.12,GBP,captured,online_retail,2009-12-02 11:59:00,setl_489790,customer_16467
uci_489789,489789,80.4,GBP,captured,online_retail,2009-12-02 11:59:00,setl_489789,customer_15833
uci_489791,489791,221.19,GBP,captured,online_retail,2009-12-02 12:06:00,setl_489791,customer_15542
uci_489792,489792,923.79,GBP,captured,online_retail,2009-12-02 12:06:00,setl_489792,customer_14527
uci_489793,489793,260.36,GBP,captured,online_retail,2009-12-02 12:09:00,setl_489793,customer_17476
uci_489794,489794,58.2,GBP,captured,online_retail,2009-12-02 12:13:00,setl_489794,customer_15287
uci_489795,489795,935.01,GBP,captured,online_retail,2009-12-02 12:13:00,setl_489795,customer_14440
uci_489796,489796,311.5,GBP,captured,online_retail,2009-12-02 12:15:00,setl_489796,customer_15680
uci_489797,489797,200.63,GBP,captured,online_retail,2009-12-02 12:19:00,setl_489797,customer_15581
uci_489798,489798,311.69,GBP,captured,online_retail,2009-12-02 12:22:00,setl_489798,customer_13740
uci_489800,489800,408.07,GBP,captured,online_retail,2009-12-02 12:26:00,setl_489800,customer_17768
uci_489801,489801,128.48,GBP,captured,online_retail,2009-12-02 12:28:00,setl_489801,customer_12948
uci_489802,489802,174.52,GBP,captured,online_retail,2009-12-02 12:32:00,setl_489802,customer_15581
uci_489804,489804,251.17,GBP,captured,online_retail,2009-12-02 12:38:00,setl_489804,customer_14667
uci_489805,489805,454.35,GBP,captured,online_retail,2009-12-02 12:39:00,setl_489805,customer_17377
uci_489807,489807,180.13,GBP,captured,online_retail,2009-12-02 12:43:00,setl_489807,customer_15581
uci_489808,489808,109.84,GBP,captured,online_retail,2009-12-02 12:44:00,setl_489808,customer_14467
uci_489809,489809,112.5,GBP,captured,online_retail,2009-12-02 12:46:00,setl_489809,customer_13457
uci_489810,489810,493.25,GBP,captured,online_retail,2009-12-02 12:47:00,setl_489810,customer_18108
uci_489811,489811,634.29,GBP,captured,online_retail,2009-12-02 12:54:00,setl_489811,customer_16210
uci_489812,489812,597.69,GBP,captured,online_retail,2009-12-02 13:00:00,setl_489812,customer_17377
uci_489814,489814,824.18,GBP,captured,online_retail,2009-12-02 13:06:00,setl_489814,customer_14669
uci_489815,489815,132.55,GBP,captured,online_retail,2009-12-02 13:10:00,setl_489815,customer_17909
uci_489816,489816,284.55,GBP,captured,online_retail,2009-12-02 13:20:00,setl_489816,customer_16086
uci_489817,489817,340.2,GBP,captured,online_retail,2009-12-02 13:22:00,setl_489817,customer_16711
uci_489819,489819,618.43,GBP,captured,online_retail,2009-12-02 13:23:00,setl_489819,customer_14739
uci_489818,489818,294.3,GBP,captured,online_retail,2009-12-02 13:23:00,setl_489818,customer_16233
uci_489822,489822,371.27,GBP,captured,online_retail,2009-12-02 13:26:00,setl_489822,customer_14204
uci_489823,489823,87.3,GBP,captured,online_retail,2009-12-02 13:32:00,setl_489823,customer_17606
uci_489824,489824,176.88,GBP,captured,online_retail,2009-12-02 13:33:00,setl_489824,customer_16797
uci_489825,489825,174.1,GBP,captured,online_retail,2009-12-02 13:34:00,setl_489825,customer_16126
uci_489826,489826,85.95,GBP,captured,online_retail,2009-12-02 13:39:00,setl_489826,customer_17867
uci_489827,489827,445.7,GBP,captured,online_retail,2009-12-02 13:51:00,setl_489827,customer_17412
uci_489829,489829,472.47,GBP,captured,online_retail,2009-12-02 13:53:00,setl_489829,customer_16525
uci_489830,489830,637.04,GBP,captured,online_retail,2009-12-02 13:57:00,setl_489830,customer_13623
uci_489831,489831,1008.0,GBP,captured,online_retail,2009-12-02 13:58:00,setl_489831,customer_12435
uci_489832,489832,316.22,GBP,captured,online_retail,2009-12-02 14:06:00,setl_489832,customer_14549
uci_489834,489834,214.8,GBP,captured,online_retail,2009-12-02 14:09:00,setl_489834,customer_14106
uci_489833,489833,150.68,GBP,captured,online_retail,2009-12-02 14:09:00,setl_489833,customer_14980
uci_489835,489835,714.0,GBP,captured,online_retail,2009-12-02 14:15:00,setl_489835,customer_15061
uci_489837,489837,514.97,GBP,captured,online_retail,2009-12-02 14:21:00,setl_489837,customer_14396
uci_489840,489840,89.7,GBP,captured,online_retail,2009-12-02 14:22:00,setl_489840,customer_14122
uci_489855,489855,157.91,GBP,captured,online_retail,2009-12-02 14:34:00,setl_489855,customer_16987
uci_489862,489862,734.7,GBP,captured,online_retail,2009-12-02 14:52:00,setl_489862,customer_17809
uci_489863,489863,66.82,GBP,captured,online_retail,2009-12-02 14:55:00,setl_489863,customer_15917
uci_489864,489864,206.85,GBP,captured,online_retail,2009-12-02 14:56:00,setl_489864,customer_14987
uci_489865,489865,234.87,GBP,captured,online_retail,2009-12-02 15:01:00,setl_489865,customer_14080
uci_489866,489866,1003.83,GBP,captured,online_retail,2009-12-02 15:04:00,setl_489866,customer_16200
uci_489868,489868,675.0,GBP,captured,online_retail,2009-12-02 15:10:00,setl_489868,customer_15794
uci_489869,489869,39.98,GBP,captured,online_retail,2009-12-02 15:15:00,setl_489869,customer_16200
uci_489870,489870,162.1,GBP,captured,online_retail,2009-12-02 15:16:00,setl_489870,customer_15523
uci_489871,489871,735.7,GBP,captured,online_retail,2009-12-02 15:17:00,setl_489871,customer_15523
uci_489872,489872,632.9,GBP,captured,online_retail,2009-12-02 15:28:00,setl_489872,customer_15615
uci_489873,489873,10.2,GBP,captured,online_retail,2009-12-02 15:29:00,setl_489873,customer_15615
uci_489874,489874,176.6,GBP,captured,online_retail,2009-12-02 15:38:00,setl_489874,customer_18001
uci_489875,489875,530.76,GBP,captured,online_retail,2009-12-02 15:41:00,setl_489875,customer_17841
uci_489877,489877,368.1,GBP,captured,online_retail,2009-12-02 15:44:00,setl_489877,customer_13089
uci_489876,489876,39.85,GBP,captured,online_retail,2009-12-02 15:44:00,setl_489876,customer_15917
uci_489878,489878,143.11,GBP,captured,online_retail,2009-12-02 15:51:00,setl_489878,customer_15989
uci_489879,489879,163.47,GBP,captured,online_retail,2009-12-02 16:02:00,setl_489879,customer_17660
uci_489880,489880,380.28,GBP,captured,online_retail,2009-12-02 16:18:00,setl_489880,customer_13313
uci_489883,489883,578.28,GBP,captured,online_retail,2009-12-02 16:24:00,setl_489883,customer_12437
uci_489884,489884,3.61,GBP,captured,online_retail,2009-12-02 16:24:00,setl_489884,customer_13313
uci_489888,489888,597.4,GBP,captured,online_retail,2009-12-02 16:49:00,setl_489888,customer_14841
uci_489889,489889,4734.24,GBP,captured,online_retail,2009-12-02 16:52:00,setl_489889,customer_14646
uci_489890,489890,976.8,GBP,captured,online_retail,2009-12-02 16:53:00,setl_489890,customer_14646
uci_489891,489891,181.08,GBP,captured,online_retail,2009-12-02 16:59:00,setl_489891,customer_15482
uci_489893,489893,300.1,GBP,captured,online_retail,2009-12-02 17:06:00,setl_489893,customer_16156
uci_489894,489894,520.2,GBP,captured,online_retail,2009-12-02 17:18:00,setl_489894,customer_17716
uci_489895,489895,371.82,GBP,captured,online_retail,2009-12-03 07:25:00,setl_489895,customer_12779
uci_489896,489896,337.93,GBP,captured,online_retail,2009-12-03 07:57:00,setl_489896,customer_13611
uci_489897,489897,260.44,GBP,captured,online_retail,2009-12-03 09:10:00,setl_489897,customer_15255
uci_489900,489900,287.37,GBP,captured,online_retail,2009-12-03 09:44:00,setl_489900,customer_14771
uci_489902,489902,119.1,GBP,captured,online_retail,2009-12-03 09:52:00,setl_489902,customer_14838
uci_489904,489904,203.78,GBP,captured,online_retail,2009-12-03 10:02:00,setl_489904,customer_13979
uci_489905,489905,478.7,GBP,captured,online_retail,2009-12-03 10:03:00,setl_489905,customer_13800
uci_489906,489906,120.0,GBP,captured,online_retail,2009-12-03 10:16:00,setl_489906,customer_14483
uci_489907,489907,202.06,GBP,captured,online_retail,2009-12-03 10:17:00,setl_489907,customer_14915
uci_489909,489909,642.2,GBP,captured,online_retail,2009-12-03 10:20:00,setl_489909,customer_13753
uci_489908,489908,107.33,GBP,captured,online_retail,2009-12-03 10:20:00,setl_489908,customer_16301
uci_489910,489910,144.0,GBP,captured,online_retail,2009-12-03 10:23:00,setl_489910,customer_15482
uci_489912,489912,1146.1,GBP,captured,online_retail,2009-12-03 10:26:00,setl_489912,customer_13931
uci_489913,489913,69.6,GBP,captured,online_retail,2009-12-03 10:28:00,setl_489913,customer_13931
uci_489914,489914,993.0,GBP,captured,online_retail,2009-12-03 10:28:00,setl_489914,customer_12921
uci_489916,489916,336.0,GBP,captured,online_retail,2009-12-03 10:37:00,setl_489916,customer_15194
uci_489915,489915,54.6,GBP,captured,online_retail,2009-12-03 10:37:00,setl_489915,customer_17035
uci_489932,489932,82.6,GBP,captured,online_retail,2009-12-03 10:49:00,setl_489932,customer_14347
uci_489935,489935,181.65,GBP,captured,online_retail,2009-12-03 10:51:00,setl_489935,customer_12934
uci_489994,489994,430.9,GBP,captured,online_retail,2009-12-03 11:09:00,setl_489994,customer_15291
uci_489996,489996,320.4,GBP,captured,online_retail,2009-12-03 11:10:00,setl_489996,customer_17209
uci_489998,489998,321.65,GBP,captured,online_retail,2009-12-03 11:19:00,setl_489998,customer_15658
uci_489999,489999,154.2,GBP,captured,online_retail,2009-12-03 11:25:00,setl_489999,customer_17314
uci_490000,490000,143.06,GBP,captured,online_retail,2009-12-03 11:34:00,setl_490000,customer_17155
uci_490001,490001,169.5,GBP,captured,online_retail,2009-12-03 11:45:00,setl_490001,customer_15965
uci_490002,490002,114.55,GBP,captured,online_retail,2009-12-03 11:46:00,setl_490002,customer_17322
uci_490003,490003,317.55,GBP,captured,online_retail,2009-12-03 11:51:00,setl_490003,customer_16159
uci_490004,490004,912.56,GBP,captured,online_retail,2009-12-03 11:53:00,setl_490004,customer_14051
uci_490005,490005,556.75,GBP,captured,online_retail,2009-12-03 11:57:00,setl_490005,customer_13993
uci_490006,490006,344.4,GBP,captured,online_retail,2009-12-03 12:02:00,setl_490006,customer_17411
uci_490008,490008,503.93,GBP,captured,online_retail,2009-12-03 12:10:00,setl_490008,customer_15768
uci_490009,490009,285.09,GBP,captured,online_retail,2009-12-03 12:13:00,setl_490009,customer_12835
uci_490010,490010,1008.0,GBP,captured,online_retail,2009-12-03 12:15:00,setl_490010,customer_15061
uci_490011,490011,221.69,GBP,captured,online_retail,2009-12-03 12:27:00,setl_490011,customer_16918
uci_490013,490013,500.55,GBP,captured,online_retail,2009-12-03 12:27:00,setl_490013,customer_17069
uci_490012,490012,763.35,GBP,captured,online_retail,2009-12-03 12:27:00,setl_490012,customer_15179
uci_490014,490014,744.21,GBP,captured,online_retail,2009-12-03 12:28:00,setl_490014,customer_15466
uci_490017,490017,393.65,GBP,captured,online_retail,2009-12-03 12:31:00,setl_490017,customer_14159
uci_490018,490018,4380.0,GBP,captured,online_retail,2009-12-03 12:31:00,setl_490018,customer_17940
uci_490019,490019,308.6,GBP,captured,online_retail,2009-12-03 12:34:00,setl_490019,customer_17581
uci_490021,490021,10.2,GBP,captured,online_retail,2009-12-03 12:36:00,setl_490021,customer_17581
uci_490020,490020,37.8,GBP,captured,online_retail,2009-12-03 12:36:00,setl_490020,customer_17581
uci_490022,490022,45.6,GBP,captured,online_retail,2009-12-03 12:37:00,setl_490022,customer_17581
uci_490023,490023,189.15,GBP,captured,online_retail,2009-12-03 12:38:00,setl_490023,customer_16168
uci_490024,490024,215.0,GBP,captured,online_retail,2009-12-03 12:40:00,setl_490024,customer_14606
uci_490034,490034,69.82,GBP,captured,online_retail,2009-12-03 12:45:00,setl_490034,customer_17287
uci_490045,490045,180.39,GBP,captured,online_retail,2009-12-03 12:50:00,setl_490045,customer_17287
uci_490047,490047,263.85,GBP,captured,online_retail,2009-12-03 13:02:00,setl_490047,customer_17913
uci_490046,490046,228.3,GBP,captured,online_retail,2009-12-03 13:02:00,setl_490046,customer_13416
uci_490048,490048,1146.71,GBP,captured,online_retail,2009-12-03 13:03:00,setl_490048,customer_16779
uci_490049,490049,102.0,GBP,captured,online_retail,2009-12-03 13:04:00,setl_490049,customer_15794
uci_490050,490050,13.5,GBP,captured,online_retail,2009-12-03 13:05:00,setl_490050,customer_17913
uci_490052,490052,831.0,GBP,captured,online_retail,2009-12-03 13:09:00,setl_490052,customer_13895
uci_490053,490053,119.54,GBP,captured,online_retail,2009-12-03 13:17:00,setl_490053,customer_14057
uci_490054,490054,277.5,GBP,captured,online_retail,2009-12-03 13:22:00,setl_490054,customer_17017
uci_490056,490056,61.12,GBP,captured,online_retail,2009-12-03 13:25:00,setl_490056,customer_13208
uci_490057,490057,360.52,GBP,captured,online_retail,2009-12-03 13:25:00,setl_490057,customer_17465
uci_490058,490058,47.85,GBP,captured,online_retail,2009-12-03 13:26:00,setl_490058,customer_17465
uci_490059,490059,14475.0,GBP,captured,online_retail,2009-12-03 13:30:00,setl_490059,customer_18102
uci_490060,490060,314.22,GBP,captured,online_retail,2009-12-03 13:32:00,setl_490060,customer_13468
uci_490061,490061,4000.0,GBP,captured,online_retail,2009-12-03 13:42:00,setl_490061,customer_18102
uci_490062,490062,165.3,GBP,captured,online_retail,2009-12-03 13:46:00,setl_490062,customer_13485
uci_490063,490063,210.39,GBP,captured,online_retail,2009-12-03 13:49:00,setl_490063,customer_17271
uci_490064,490064,355.59,GBP,captured,online_retail,2009-12-03 13:51:00,setl_490064,customer_16139
uci_490065,490065,1260.0,GBP,captured,online_retail,2009-12-03 13:58:00,setl_490065,customer_15061
uci_490066,490066,372.2,GBP,captured,online_retail,2009-12-03 14:00:00,setl_490066,customer_15953
uci_490067,490067,952.61,GBP,captured,online_retail,2009-12-03 14:02:00,setl_490067,customer_15856
uci_490068,490068,284.3,GBP,captured,online_retail,2009-12-03 14:06:00,setl_490068,customer_13085
uci_490069,490069,161.4,GBP,captured,online_retail,2009-12-03 14:07:00,setl_490069,customer_13085
uci_490070,490070,236.25,GBP,captured,online_retail,2009-12-03 14:07:00,setl_490070,customer_14967
