ledger_entry_id,invoice_ref,expected_amount,customer_name,entry_date,status
uci_ledger_489725,UCI-489725,216.0,customer_17949,2009-12-02,open
uci_ledger_489727,UCI-489727,900.0,customer_17949,2009-12-02,open
uci_ledger_489728,UCI-489728,180.45,customer_14799,2009-12-02,open
uci_ledger_489733,UCI-489733,168.0,customer_15311,2009-12-02,open
uci_ledger_489743,UCI-489743,538.77,customer_16550,2009-12-02,open
uci_ledger_489748,UCI-489748,754.2,customer_12980,2009-12-02,open
uci_ledger_489764,UCI-489764,223.1,customer_14425,2009-12-02,open
uci_ledger_489765,UCI-489765,285.59,customer_15353,2009-12-02,open
uci_ledger_489766,UCI-489766,130.18,customer_17818,2009-12-02,open
uci_ledger_489780,UCI-489780,159.98,customer_13654,2009-12-02,open
uci_ledger_489782,UCI-489782,230.46,customer_17189,2009-12-02,open
uci_ledger_489783,UCI-489783,162.04,customer_13269,2009-12-02,open
uci_ledger_489784,UCI-489784,40.8,customer_13269,2009-12-02,open
uci_ledger_489785,UCI-489785,333.67,customer_14653,2009-12-02,open
uci_ledger_489786,UCI-489786,216.86,customer_17019,2009-12-02,open
uci_ledger_489787,UCI-489787,319.54,customer_15542,2009-12-02,open
uci_ledger_489788,UCI-489788,119.16,customer_13564,2009-12-02,open
uci_ledger_489790,UCI-489790,131.12,customer_16467,2009-12-02,open
uci_ledger_489789,UCI-489789,80.4,customer_15833,2009-12-02,open
uci_ledger_489791,UCI-489791,221.19,customer_15542,2009-12-02,open
uci_ledger_489792,UCI-489792,923.79,customer_14527,2009-12-02,open
uci_ledger_489793,UCI-489793,260.36,customer_17476,2009-12-02,open
uci_ledger_489794,UCI-489794,58.2,customer_15287,2009-12-02,open
uci_ledger_489795,UCI-489795,935.01,customer_14440,2009-12-02,open
uci_ledger_489796,UCI-489796,311.5,customer_15680,2009-12-02,open
uci_ledger_489797,UCI-489797,200.63,customer_15581,2009-12-02,open
uci_ledger_489798,UCI-489798,311.69,customer_13740,2009-12-02,open
uci_ledger_489800,UCI-489800,408.07,customer_17768,2009-12-02,open
uci_ledger_489801,UCI-489801,128.48,customer_12948,2009-12-02,open
uci_ledger_489802,UCI-489802,174.52,customer_15581,2009-12-02,open
uci_ledger_489804,UCI-489804,251.17,customer_14667,2009-12-02,open
uci_ledger_489805,UCI-489805,454.35,customer_17377,2009-12-02,open
uci_ledger_489807,UCI-489807,180.13,customer_15581,2009-12-02,open
uci_ledger_489808,UCI-489808,109.84,customer_14467,2009-12-02,open
uci_ledger_489809,UCI-489809,112.5,customer_13457,2009-12-02,open
uci_ledger_489810,UCI-489810,493.25,customer_18108,2009-12-02,open
uci_ledger_489811,UCI-489811,634.29,customer_16210,2009-12-02,open
uci_ledger_489812,UCI-489812,597.69,customer_17377,2009-12-02,open
uci_ledger_489814,UCI-489814,824.18,customer_14669,2009-12-02,open
uci_ledger_489815,UCI-489815,132.55,customer_17909,2009-12-02,open
uci_ledger_489816,UCI-489816,284.55,customer_16086,2009-12-02,open
uci_ledger_489817,UCI-489817,340.2,customer_16711,2009-12-02,open
uci_ledger_489819,UCI-489819,618.43,customer_14739,2009-12-02,open
uci_ledger_489818,UCI-489818,294.3,customer_16233,2009-12-02,open
uci_ledger_489822,UCI-489822,371.27,customer_14204,2009-12-02,open
uci_ledger_489823,UCI-489823,87.3,customer_17606,2009-12-02,open
uci_ledger_489824,UCI-489824,176.88,customer_16797,2009-12-02,open
uci_ledger_489825,UCI-489825,174.1,customer_16126,2009-12-02,open
uci_ledger_489826,UCI-489826,85.95,customer_17867,2009-12-02,open
uci_ledger_489827,UCI-489827,445.7,customer_17412,2009-12-02,open
uci_ledger_489829,UCI-489829,472.47,customer_16525,2009-12-02,open
uci_ledger_489830,UCI-489830,637.04,customer_13623,2009-12-02,open
uci_ledger_489831,UCI-489831,1008.0,customer_12435,2009-12-02,open
uci_ledger_489832,UCI-489832,316.22,customer_14549,2009-12-02,open
uci_ledger_489834,UCI-489834,214.8,customer_14106,2009-12-02,open
uci_ledger_489833,UCI-489833,150.68,customer_14980,2009-12-02,open
uci_ledger_489835,UCI-489835,714.0,customer_15061,2009-12-02,open
uci_ledger_489837,UCI-489837,514.97,customer_14396,2009-12-02,open
uci_ledger_489840,UCI-489840,89.7,customer_14122,2009-12-02,open
uci_ledger_489855,UCI-489855,157.91,customer_16987,2009-12-02,open
uci_ledger_489862,UCI-489862,734.7,customer_17809,2009-12-02,open
uci_ledger_489863,UCI-489863,66.82,customer_15917,2009-12-02,open
uci_ledger_489864,UCI-489864,206.85,customer_14987,2009-12-02,open
uci_ledger_489865,UCI-489865,234.87,customer_14080,2009-12-02,open
uci_ledger_489866,UCI-489866,1003.83,customer_16200,2009-12-02,open
uci_ledger_489868,UCI-489868,675.0,customer_15794,2009-12-02,open
uci_ledger_489869,UCI-489869,39.98,customer_16200,2009-12-02,open
uci_ledger_489870,UCI-489870,162.1,customer_15523,2009-12-02,open
uci_ledger_489871,UCI-489871,735.7,customer_15523,2009-12-02,open
uci_ledger_489872,UCI-489872,632.9,customer_15615,2009-12-02,open
uci_ledger_489873,UCI-489873,10.2,customer_15615,2009-12-02,open
uci_ledger_489874,UCI-489874,176.6,customer_18001,2009-12-02,open
uci_ledger_489875,UCI-489875,530.76,customer_17841,2009-12-02,open
uci_ledger_489877,UCI-489877,368.1,customer_13089,2009-12-02,open
uci_ledger_489876,UCI-489876,39.85,customer_15917,2009-12-02,open
uci_ledger_489878,UCI-489878,143.11,customer_15989,2009-12-02,open
uci_ledger_489879,UCI-489879,163.47,customer_17660,2009-12-02,open
uci_ledger_489880,UCI-489880,380.28,customer_13313,2009-12-02,open
uci_ledger_489883,UCI-489883,578.28,customer_12437,2009-12-02,open
uci_ledger_489884,UCI-489884,3.61,customer_13313,2009-12-02,open
uci_ledger_489888,UCI-489888,597.4,customer_14841,2009-12-02,open
uci_ledger_489889,UCI-489889,4734.24,customer_14646,2009-12-02,open
uci_ledger_489890,UCI-489890,976.8,customer_14646,2009-12-02,open
uci_ledger_489891,UCI-489891,181.08,customer_15482,2009-12-02,open
uci_ledger_489893,UCI-489893,300.1,customer_16156,2009-12-02,open
uci_ledger_489894,UCI-489894,520.2,customer_17716,2009-12-02,open
uci_ledger_489895,UCI-489895,371.82,customer_12779,2009-12-03,open
uci_ledger_489896,UCI-489896,337.93,customer_13611,2009-12-03,open
uci_ledger_489897,UCI-489897,260.44,customer_15255,2009-12-03,open
uci_ledger_489900,UCI-489900,287.37,customer_14771,2009-12-03,open
uci_ledger_489902,UCI-489902,119.1,customer_14838,2009-12-03,open
uci_ledger_489904,UCI-489904,203.78,customer_13979,2009-12-03,open
uci_ledger_489905,UCI-489905,478.7,customer_13800,2009-12-03,open
uci_ledger_489906,UCI-489906,120.0,customer_14483,2009-12-03,open
uci_ledger_489907,UCI-489907,202.06,customer_14915,2009-12-03,open
uci_ledger_489909,UCI-489909,642.2,customer_13753,2009-12-03,open
uci_ledger_489908,UCI-489908,107.33,customer_16301,2009-12-03,open
uci_ledger_489910,UCI-489910,144.0,customer_15482,2009-12-03,open
uci_ledger_489912,UCI-489912,1146.1,customer_13931,2009-12-03,open
uci_ledger_489913,UCI-489913,69.6,customer_13931,2009-12-03,open
uci_ledger_489914,UCI-489914,993.0,customer_12921,2009-12-03,open
uci_ledger_489916,UCI-489916,336.0,customer_15194,2009-12-03,open
uci_ledger_489915,UCI-489915,54.6,customer_17035,2009-12-03,open
uci_ledger_489932,UCI-489932,82.6,customer_14347,2009-12-03,open
uci_ledger_489935,UCI-489935,181.65,customer_12934,2009-12-03,open
uci_ledger_489994,UCI-489994,430.9,customer_15291,2009-12-03,open
uci_ledger_489996,UCI-489996,320.4,customer_17209,2009-12-03,open
uci_ledger_489998,UCI-489998,321.65,customer_15658,2009-12-03,open
uci_ledger_489999,UCI-489999,154.2,customer_17314,2009-12-03,open
uci_ledger_490000,UCI-490000,143.06,customer_17155,2009-12-03,open
uci_ledger_490001,UCI-490001,169.5,customer_15965,2009-12-03,open
uci_ledger_490002,UCI-490002,114.55,customer_17322,2009-12-03,open
uci_ledger_490003,UCI-490003,317.55,customer_16159,2009-12-03,open
uci_ledger_490004,UCI-490004,912.56,customer_14051,2009-12-03,open
uci_ledger_490005,UCI-490005,556.75,customer_13993,2009-12-03,open
uci_ledger_490006,UCI-490006,344.4,customer_17411,2009-12-03,open
uci_ledger_490008,UCI-490008,503.93,customer_15768,2009-12-03,open
uci_ledger_490009,UCI-490009,285.09,customer_12835,2009-12-03,open
uci_ledger_490010,UCI-490010,1008.0,customer_15061,2009-12-03,open
uci_ledger_490011,UCI-490011,221.69,customer_16918,2009-12-03,open
uci_ledger_490013,UCI-490013,500.55,customer_17069,2009-12-03,open
uci_ledger_490012,UCI-490012,763.35,customer_15179,2009-12-03,open
uci_ledger_490014,UCI-490014,744.21,customer_15466,2009-12-03,open
uci_ledger_490017,UCI-490017,393.65,customer_14159,2009-12-03,open
uci_ledger_490018,UCI-490018,4380.0,customer_17940,2009-12-03,open
uci_ledger_490019,UCI-490019,308.6,customer_17581,2009-12-03,open
uci_ledger_490021,UCI-490021,10.2,customer_17581,2009-12-03,open
uci_ledger_490020,UCI-490020,37.8,customer_17581,2009-12-03,open
uci_ledger_490022,UCI-490022,45.6,customer_17581,2009-12-03,open
uci_ledger_490023,UCI-490023,189.15,customer_16168,2009-12-03,open
uci_ledger_490024,UCI-490024,215.0,customer_14606,2009-12-03,open
uci_ledger_490034,UCI-490034,69.82,customer_17287,2009-12-03,open
uci_ledger_490045,UCI-490045,180.39,customer_17287,2009-12-03,open
uci_ledger_490047,UCI-490047,263.85,customer_17913,2009-12-03,open
uci_ledger_490046,UCI-490046,228.3,customer_13416,2009-12-03,open
uci_ledger_490048,UCI-490048,1146.71,customer_16779,2009-12-03,open
uci_ledger_490049,UCI-490049,102.0,customer_15794,2009-12-03,open
uci_ledger_490050,UCI-490050,13.5,customer_17913,2009-12-03,open
uci_ledger_490052,UCI-490052,831.0,customer_13895,2009-12-03,open
uci_ledger_490053,UCI-490053,119.54,customer_14057,2009-12-03,open
uci_ledger_490054,UCI-490054,277.5,customer_17017,2009-12-03,open
uci_ledger_490056,UCI-490056,61.12,customer_13208,2009-12-03,open
uci_ledger_490057,UCI-490057,360.52,customer_17465,2009-12-03,open
uci_ledger_490058,UCI-490058,47.85,customer_17465,2009-12-03,open
uci_ledger_490059,UCI-490059,14475.0,customer_18102,2009-12-03,open
uci_ledger_490060,UCI-490060,314.22,customer_13468,2009-12-03,open
uci_ledger_490061,UCI-490061,4000.0,customer_18102,2009-12-03,open
uci_ledger_490062,UCI-490062,165.3,customer_13485,2009-12-03,open
uci_ledger_490063,UCI-490063,210.39,customer_17271,2009-12-03,open
uci_ledger_490064,UCI-490064,355.59,customer_16139,2009-12-03,open
uci_ledger_490065,UCI-490065,1260.0,customer_15061,2009-12-03,open
uci_ledger_490066,UCI-490066,372.2,customer_15953,2009-12-03,open
uci_ledger_490067,UCI-490067,952.61,customer_15856,2009-12-03,open
uci_ledger_490068,UCI-490068,284.3,customer_13085,2009-12-03,open
uci_ledger_490069,UCI-490069,161.4,customer_13085,2009-12-03,open
uci_ledger_490070,UCI-490070,236.25,customer_14967,2009-12-03,open
uci_ledger_490071,UCI-490071,294.85,customer_16497,2009-12-03,open
uci_ledger_490072,UCI-490072,194.65,customer_17764,2009-12-03,open
uci_ledger_490073,UCI-490073,258.1,customer_14905,2009-12-03,open
uci_ledger_490075,UCI-490075,381.0,customer_18229,2009-12-03,open
uci_ledger_490077,UCI-490077,115.51,customer_17293,2009-12-03,open
uci_ledger_490078,UCI-490078,584.35,customer_17853,2009-12-03,open
uci_ledger_490079,UCI-490079,160.35,customer_15550,2009-12-03,open
uci_ledger_490080,UCI-490080,311.7,customer_13531,2009-12-03,open
uci_ledger_490081,UCI-490081,723.09,customer_13786,2009-12-03,open
uci_ledger_490082,UCI-490082,337.9,customer_14952,2009-12-03,open
uci_ledger_490083,UCI-490083,2506.14,customer_14031,2009-12-03,open
uci_ledger_490085,UCI-490085,170.06,customer_12937,2009-12-03,open
uci_ledger_490086,UCI-490086,799.2,customer_17949,2009-12-03,open
uci_ledger_490087,UCI-490087,898.18,customer_15601,2009-12-03,open
uci_ledger_490088,UCI-490088,17.0,customer_15581,2009-12-03,open
uci_ledger_490089,UCI-490089,466.2,customer_17949,2009-12-03,open
uci_ledger_490090,UCI-490090,45.55,customer_15581,2009-12-03,open
uci_ledger_490092,UCI-490092,510.87,customer_16612,2009-12-03,open
uci_ledger_490091,UCI-490091,636.0,customer_17949,2009-12-03,open
uci_ledger_490093,UCI-490093,1794.7,customer_12949,2009-12-03,open
uci_ledger_490094,UCI-490094,851.76,customer_17949,2009-12-03,open
uci_ledger_490095,UCI-490095,186.36,customer_14958,2009-12-03,open
uci_ledger_490097,UCI-490097,279.42,customer_17329,2009-12-03,open
uci_ledger_490099,UCI-490099,1225.98,customer_16736,2009-12-03,open
uci_ledger_490100,UCI-490100,869.93,customer_13001,2009-12-03,open
uci_ledger_490101,UCI-490101,338.5,customer_14644,2009-12-03,open
uci_ledger_490106,UCI-490106,314.37,customer_14898,2009-12-03,open
uci_ledger_490107,UCI-490107,110.7,customer_14662,2009-12-03,open
uci_ledger_490108,UCI-490108,239.68,customer_17414,2009-12-03,open
uci_ledger_490109,UCI-490109,415.0,customer_14755,2009-12-03,open
uci_ledger_490110,UCI-490110,30.15,customer_14755,2009-12-03,open
uci_ledger_490111,UCI-490111,321.21,customer_17576,2009-12-03,open
uci_ledger_490112,UCI-490112,313.19,customer_13037,2009-12-03,open
uci_ledger_490113,UCI-490113,39.2,customer_14710,2009-12-03,open
uci_ledger_490114,UCI-490114,257.62,customer_18168,2009-12-03,open
uci_ledger_490115,UCI-490115,342.6,customer_17679,2009-12-03,open
uci_ledger_490116,UCI-490116,122.4,customer_17679,2009-12-03,open
uci_ledger_490118,UCI-490118,317.04,customer_17851,2009-12-03,open
uci_ledger_490119,UCI-490119,108.75,customer_12931,2009-12-03,open
uci_ledger_490121,UCI-490121,112.03,customer_14750,2009-12-03,open
uci_ledger_490124,UCI-490124,319.87,customer_16791,2009-12-03,open
uci_ledger_490125,UCI-490125,297.05,customer_16558,2009-12-03,open
uci_ledger_490127,UCI-490127,569.18,customer_14156,2009-12-03,open
uci_ledger_490128,UCI-490128,241.8,customer_15884,2009-12-03,open
uci_ledger_490132,UCI-490132,197.3,customer_17343,2009-12-03,open
uci_ledger_490134,UCI-490134,151.65,customer_17372,2009-12-03,open
uci_ledger_490135,UCI-490135,387.87,customer_16003,2009-12-03,open
uci_ledger_490136,UCI-490136,174.85,customer_17432,2009-12-03,open
uci_ledger_490137,UCI-490137,160.69,customer_14713,2009-12-03,open
uci_ledger_490138,UCI-490138,339.78,customer_16722,2009-12-03,open
uci_ledger_490139,UCI-490139,210.55,customer_12577,2009-12-03,open
uci_ledger_490140,UCI-490140,407.22,customer_12872,2009-12-03,open
uci_ledger_490141,UCI-490141,308.75,customer_15755,2009-12-04,open
uci_ledger_490142,UCI-490142,1261.0,customer_14258,2009-12-04,open
uci_ledger_490143,UCI-490143,1610.52,customer_14286,2009-12-04,open
uci_ledger_490144,UCI-490144,337.1,customer_13154,2009-12-04,open
uci_ledger_490145,UCI-490145,989.18,customer_14564,2009-12-04,open
uci_ledger_490147,UCI-490147,510.64,customer_13408,2009-12-04,open
uci_ledger_490151,UCI-490151,160.39,customer_16645,2009-12-04,open
uci_ledger_490152,UCI-490152,682.65,customer_12714,2009-12-04,open
uci_ledger_490154,UCI-490154,290.48,customer_16335,2009-12-04,open
uci_ledger_490156,UCI-490156,455.36,customer_13093,2009-12-04,open
uci_ledger_490157,UCI-490157,138.0,customer_16736,2009-12-04,open
uci_ledger_490158,UCI-490158,508.26,customer_12759,2009-12-04,open
uci_ledger_490159,UCI-490159,19.5,customer_13666,2009-12-04,open
uci_ledger_490160,UCI-490160,244.8,customer_13777,2009-12-04,open
uci_ledger_490161,UCI-490161,825.94,customer_17160,2009-12-04,open
uci_ledger_490162,UCI-490162,280.2,customer_13946,2009-12-04,open
uci_ledger_490163,UCI-490163,141.63,customer_14723,2009-12-04,open
uci_ledger_490164,UCI-490164,1058.4,customer_14961,2009-12-04,open
uci_ledger_490166,UCI-490166,371.85,customer_14735,2009-12-04,open
uci_ledger_490167,UCI-490167,312.21,customer_18061,2009-12-04,open
uci_ledger_490171,UCI-490171,29.28,customer_15581,2009-12-04,open
uci_ledger_490202,UCI-490202,410.0,customer_15078,2009-12-04,open
uci_ledger_490209,UCI-490209,908.04,customer_17389,2009-12-04,open
uci_ledger_490212,UCI-490212,108.95,customer_16883,2009-12-04,open
uci_ledger_490214,UCI-490214,319.15,customer_13175,2009-12-04,open
uci_ledger_490218,UCI-490218,67.68,customer_17076,2009-12-04,open
uci_ledger_490219,UCI-490219,155.65,customer_13948,2009-12-04,open
uci_ledger_490229,UCI-490229,1185.16,customer_18223,2009-12-04,open
uci_ledger_490247,UCI-490247,351.3,customer_16192,2009-12-04,open
uci_ledger_490258,UCI-490258,20.4,customer_15999,2009-12-04,open
uci_ledger_490266,UCI-490266,231.2,customer_15109,2009-12-04,open
uci_ledger_490272,UCI-490272,521.38,customer_14680,2009-12-04,open
uci_ledger_490277,UCI-490277,1077.6,customer_18092,2009-12-04,open
uci_ledger_490279,UCI-490279,317.83,customer_16891,2009-12-04,open
uci_ledger_490281,UCI-490281,311.2,customer_13481,2009-12-04,open
uci_ledger_490282,UCI-490282,107.95,customer_13807,2009-12-04,open
uci_ledger_490284,UCI-490284,439.46,customer_14979,2009-12-04,open
uci_ledger_490286,UCI-490286,762.1,customer_14527,2009-12-04,open
uci_ledger_490285,UCI-490285,373.74,customer_16656,2009-12-04,open
uci_ledger_490288,UCI-490288,332.16,customer_17157,2009-12-04,open
uci_ledger_490287,UCI-490287,367.1,customer_16746,2009-12-04,open
uci_ledger_490289,UCI-490289,273.75,customer_15309,2009-12-04,open
uci_ledger_490290,UCI-490290,164.03,customer_16325,2009-12-04,open
uci_ledger_490291,UCI-490291,424.03,customer_16541,2009-12-04,open
uci_ledger_490292,UCI-490292,460.55,customer_16723,2009-12-04,open
uci_ledger_490293,UCI-490293,137.4,customer_16699,2009-12-04,open
uci_ledger_490294,UCI-490294,378.96,customer_16710,2009-12-04,open
uci_ledger_490295,UCI-490295,435.88,customer_12510,2009-12-04,open
uci_ledger_490297,UCI-490297,694.2,customer_13162,2009-12-04,open
uci_ledger_490298,UCI-490298,1523.2,customer_15382,2009-12-04,open
uci_ledger_490299,UCI-490299,621.22,customer_13680,2009-12-04,open
uci_ledger_490300,UCI-490300,260.64,customer_12970,2009-12-04,open
uci_ledger_490301,UCI-490301,345.27,customer_15311,2009-12-04,open
uci_ledger_490302,UCI-490302,303.62,customer_17841,2009-12-04,open
uci_ledger_490303,UCI-490303,106.25,customer_17935,2009-12-04,open
uci_ledger_490304,UCI-490304,843.01,customer_17593,2009-12-04,open
