gateway_id,bank_id,ledger_id,match_type,expected_status
uci_489523,uci_bank_489523,uci_ledger_489523,public_invoice,MATCHED
uci_489526,uci_bank_489526,uci_ledger_489526,public_invoice,MATCHED
uci_489529,uci_bank_489529,uci_ledger_489529,public_invoice,MATCHED
uci_489531,uci_bank_489531,uci_ledger_489531,public_invoice,MATCHED
uci_489532,uci_bank_489532,uci_ledger_489532,public_invoice,MATCHED
uci_489533,uci_bank_489533,uci_ledger_489533,public_invoice,MATCHED
uci_489536,uci_bank_489536,uci_ledger_489536,public_invoice,MATCHED
uci_489537,uci_bank_489537,uci_ledger_489537,public_invoice,MATCHED
uci_489539,uci_bank_489539,uci_ledger_489539,public_invoice,MATCHED
uci_489540,uci_bank_489540,uci_ledger_489540,public_invoice,MATCHED
uci_489542,uci_bank_489542,uci_ledger_489542,public_invoice,MATCHED
uci_489544,uci_bank_489544,uci_ledger_489544,public_invoice,MATCHED
uci_489545,uci_bank_489545,uci_ledger_489545,public_invoice,MATCHED
uci_489546,uci_bank_489546,uci_ledger_489546,public_invoice,MATCHED
uci_489547,uci_bank_489547,uci_ledger_489547,public_invoice,MATCHED
uci_489550,uci_bank_489550,uci_ledger_489550,public_invoice,MATCHED
uci_489552,uci_bank_489552,uci_ledger_489552,public_invoice,MATCHED
uci_489556,uci_bank_489556,uci_ledger_489556,public_invoice,MATCHED
uci_489557,uci_bank_489557,uci_ledger_489557,public_invoice,MATCHED
uci_489558,uci_bank_489558,uci_ledger_489558,public_invoice,MATCHED
uci_489559,uci_bank_489559,uci_ledger_489559,public_invoice,MATCHED
uci_489560,uci_bank_489560,uci_ledger_489560,public_invoice,MATCHED
uci_489561,uci_bank_489561,uci_ledger_489561,public_invoice,MATCHED
uci_489562,uci_bank_489562,uci_ledger_489562,public_invoice,MATCHED
uci_489564,uci_bank_489564,uci_ledger_489564,public_invoice,MATCHED
uci_489566,uci_bank_489566,uci_ledger_489566,public_invoice,MATCHED
uci_489567,uci_bank_489567,uci_ledger_489567,public_invoice,MATCHED
uci_489569,uci_bank_489569,uci_ledger_489569,public_invoice,MATCHED
uci_489571,uci_bank_489571,uci_ledger_489571,public_invoice,MATCHED
uci_489572,uci_bank_489572,uci_ledger_489572,public_invoice,MATCHED
uci_489573,uci_bank_489573,uci_ledger_489573,public_invoice,MATCHED
uci_489574,uci_bank_489574,uci_ledger_489574,public_invoice,MATCHED
uci_489575,uci_bank_489575,uci_ledger_489575,public_invoice,MATCHED
uci_489576,uci_bank_489576,uci_ledger_489576,public_invoice,MATCHED
uci_489579,uci_bank_489579,uci_ledger_489579,public_invoice,MATCHED
uci_489580,uci_bank_489580,uci_ledger_489580,public_invoice,MATCHED
uci_489582,uci_bank_489582,uci_ledger_489582,public_invoice,MATCHED
uci_489581,uci_bank_489581,uci_ledger_489581,public_invoice,MATCHED
uci_489584,uci_bank_489584,uci_ledger_489584,public_invoice,MATCHED
uci_489585,uci_bank_489585,uci_ledger_489585,public_invoice,MATCHED
uci_489586,uci_bank_489586,uci_ledger_489586,public_invoice,MATCHED
uci_489590,uci_bank_489590,uci_ledger_489590,public_invoice,MATCHED
uci_489593,uci_bank_489593,uci_ledger_489593,public_invoice,MATCHED
uci_489594,uci_bank_489594,uci_ledger_489594,public_invoice,MATCHED
uci_489598,uci_bank_489598,uci_ledger_489598,public_invoice,MATCHED
uci_489599,uci_bank_489599,uci_ledger_489599,public_invoice,MATCHED
uci_489606,uci_bank_489606,uci_ledger_489606,public_invoice,MATCHED
uci_489611,uci_bank_489611,uci_ledger_489611,public_invoice,MATCHED
uci_489613,uci_bank_489613,uci_ledger_489613,public_invoice,MATCHED
uci_489617,uci_bank_489617,uci_ledger_489617,public_invoice,MATCHED
uci_489634,uci_bank_489634,uci_ledger_489634,public_invoice,MATCHED
uci_489635,uci_bank_489635,uci_ledger_489635,public_invoice,MATCHED
uci_489637,uci_bank_489637,uci_ledger_489637,public_invoice,MATCHED
uci_489639,uci_bank_489639,uci_ledger_489639,public_invoice,MATCHED
uci_489640,uci_bank_489640,uci_ledger_489640,public_invoice,MATCHED
uci_489641,uci_bank_489641,uci_ledger_489641,public_invoice,MATCHED
uci_489644,uci_bank_489644,uci_ledger_489644,public_invoice,MATCHED
uci_489645,uci_bank_489645,uci_ledger_489645,public_invoice,MATCHED
uci_489650,uci_bank_489650,uci_ledger_489650,public_invoice,MATCHED
uci_489652,uci_bank_489652,uci_ledger_489652,public_invoice,MATCHED
uci_489654,uci_bank_489654,uci_ledger_489654,public_invoice,MATCHED
uci_489657,uci_bank_489657,uci_ledger_489657,public_invoice,MATCHED
uci_489656,uci_bank_489656,uci_ledger_489656,public_invoice,MATCHED
uci_489658,uci_bank_489658,uci_ledger_489658,public_invoice,MATCHED
uci_489661,uci_bank_489661,uci_ledger_489661,public_invoice,MATCHED
uci_489662,uci_bank_489662,uci_ledger_489662,public_invoice,MATCHED
uci_489664,uci_bank_489664,uci_ledger_489664,public_invoice,MATCHED
uci_489665,uci_bank_489665,uci_ledger_489665,public_invoice,MATCHED
uci_489666,uci_bank_489666,uci_ledger_489666,public_invoice,MATCHED
uci_489667,uci_bank_489667,uci_ledger_489667,public_invoice,MATCHED
uci_489668,uci_bank_489668,uci_ledger_489668,public_invoice,MATCHED
uci_489669,uci_bank_489669,uci_ledger_489669,public_invoice,MATCHED
uci_489670,uci_bank_489670,uci_ledger_489670,public_invoice,MATCHED
uci_489671,uci_bank_489671,uci_ledger_489671,public_invoice,MATCHED
uci_489672,uci_bank_489672,uci_ledger_489672,public_invoice,MATCHED
uci_489673,uci_bank_489673,uci_ledger_489673,public_invoice,MATCHED
uci_489674,uci_bank_489674,uci_ledger_489674,public_invoice,MATCHED
uci_489675,uci_bank_489675,uci_ledger_489675,public_invoice,MATCHED
uci_489676,uci_bank_489676,uci_ledger_489676,public_invoice,MATCHED
uci_489677,uci_bank_489677,uci_ledger_489677,public_invoice,MATCHED
uci_489678,uci_bank_489678,uci_ledger_489678,public_invoice,MATCHED
uci_489679,uci_bank_489679,uci_ledger_489679,public_invoice,MATCHED
uci_489681,uci_bank_489681,uci_ledger_489681,public_invoice,MATCHED
uci_489680,uci_bank_489680,uci_ledger_489680,public_invoice,MATCHED
uci_489682,uci_bank_489682,uci_ledger_489682,public_invoice,MATCHED
uci_489683,uci_bank_489683,uci_ledger_489683,public_invoice,MATCHED
uci_489684,uci_bank_489684,uci_ledger_489684,public_invoice,MATCHED
uci_489687,uci_bank_489687,uci_ledger_489687,public_invoice,MATCHED
uci_489688,uci_bank_489688,uci_ledger_489688,public_invoice,MATCHED
uci_489695,uci_bank_489695,uci_ledger_489695,public_invoice,MATCHED
uci_489699,uci_bank_489699,uci_ledger_489699,public_invoice,MATCHED
uci_489705,uci_bank_489705,uci_ledger_489705,public_invoice,MATCHED
uci_489702,uci_bank_489702,uci_ledger_489702,public_invoice,MATCHED
uci_489723,uci_bank_489723,uci_ledger_489723,public_invoice,MATCHED
uci_489726,uci_bank_489726,uci_ledger_489726,public_invoice,MATCHED
uci_489725,uci_bank_489725,uci_ledger_489725,public_invoice,MATCHED
uci_489727,uci_bank_489727,uci_ledger_489727,public_invoice,MATCHED
uci_489728,uci_bank_489728,uci_ledger_489728,public_invoice,MATCHED
uci_489733,uci_bank_489733,uci_ledger_489733,public_invoice,MATCHED
uci_489743,uci_bank_489743,uci_ledger_489743,public_invoice,MATCHED
uci_489748,uci_bank_489748,uci_ledger_489748,public_invoice,MATCHED
uci_489764,uci_bank_489764,uci_ledger_489764,public_invoice,MATCHED
uci_489765,uci_bank_489765,uci_ledger_489765,public_invoice,MATCHED
uci_489766,uci_bank_489766,uci_ledger_489766,public_invoice,MATCHED
uci_489780,uci_bank_489780,uci_ledger_489780,public_invoice,MATCHED
uci_489782,uci_bank_489782,uci_ledger_489782,public_invoice,MATCHED
uci_489783,uci_bank_489783,uci_ledger_489783,public_invoice,MATCHED
uci_489784,uci_bank_489784,uci_ledger_489784,public_invoice,MATCHED
uci_489785,uci_bank_489785,uci_ledger_489785,public_invoice,MATCHED
uci_489786,uci_bank_489786,uci_ledger_489786,public_invoice,MATCHED
uci_489787,uci_bank_489787,uci_ledger_489787,public_invoice,MATCHED
uci_489788,uci_bank_489788,uci_ledger_489788,public_invoice,MATCHED
uci_489790,uci_bank_489790,uci_ledger_489790,public_invoice,MATCHED
uci_489789,uci_bank_489789,uci_ledger_489789,public_invoice,MATCHED
uci_489791,uci_bank_489791,uci_ledger_489791,public_invoice,MATCHED
uci_489792,uci_bank_489792,uci_ledger_489792,public_invoice,MATCHED
uci_489793,uci_bank_489793,uci_ledger_489793,public_invoice,MATCHED
uci_489794,uci_bank_489794,uci_ledger_489794,public_invoice,MATCHED
uci_489795,uci_bank_489795,uci_ledger_489795,public_invoice,MATCHED
uci_489796,uci_bank_489796,uci_ledger_489796,public_invoice,MATCHED
uci_489797,uci_bank_489797,uci_ledger_489797,public_invoice,MATCHED
uci_489798,uci_bank_489798,uci_ledger_489798,public_invoice,MATCHED
uci_489800,uci_bank_489800,uci_ledger_489800,public_invoice,MATCHED
uci_489801,uci_bank_489801,uci_ledger_489801,public_invoice,MATCHED
uci_489802,uci_bank_489802,uci_ledger_489802,public_invoice,MATCHED
uci_489804,uci_bank_489804,uci_ledger_489804,public_invoice,MATCHED
uci_489805,uci_bank_489805,uci_ledger_489805,public_invoice,MATCHED
uci_489807,uci_bank_489807,uci_ledger_489807,public_invoice,MATCHED
uci_489808,uci_bank_489808,uci_ledger_489808,public_invoice,MATCHED
uci_489809,uci_bank_489809,uci_ledger_489809,public_invoice,MATCHED
uci_489810,uci_bank_489810,uci_ledger_489810,public_invoice,MATCHED
uci_489811,uci_bank_489811,uci_ledger_489811,public_invoice,MATCHED
uci_489812,uci_bank_489812,uci_ledger_489812,public_invoice,MATCHED
uci_489814,uci_bank_489814,uci_ledger_489814,public_invoice,MATCHED
uci_489815,uci_bank_489815,uci_ledger_489815,public_invoice,MATCHED
uci_489816,uci_bank_489816,uci_ledger_489816,public_invoice,MATCHED
uci_489817,uci_bank_489817,uci_ledger_489817,public_invoice,MATCHED
uci_489819,uci_bank_489819,uci_ledger_489819,public_invoice,MATCHED
uci_489818,uci_bank_489818,uci_ledger_489818,public_invoice,MATCHED
uci_489822,uci_bank_489822,uci_ledger_489822,public_invoice,MATCHED
uci_489823,uci_bank_489823,uci_ledger_489823,public_invoice,MATCHED
uci_489824,uci_bank_489824,uci_ledger_489824,public_invoice,MATCHED
uci_489825,uci_bank_489825,uci_ledger_489825,public_invoice,MATCHED
uci_489826,uci_bank_489826,uci_ledger_489826,public_invoice,MATCHED
uci_489827,uci_bank_489827,uci_ledger_489827,public_invoice,MATCHED
uci_489829,uci_bank_489829,uci_ledger_489829,public_invoice,MATCHED
uci_489830,uci_bank_489830,uci_ledger_489830,public_invoice,MATCHED
uci_489831,uci_bank_489831,uci_ledger_489831,public_invoice,MATCHED
uci_489832,uci_bank_489832,uci_ledger_489832,public_invoice,MATCHED
uci_489834,uci_bank_489834,uci_ledger_489834,public_invoice,MATCHED
uci_489833,uci_bank_489833,uci_ledger_489833,public_invoice,MATCHED
uci_489835,uci_bank_489835,uci_ledger_489835,public_invoice,MATCHED
uci_489837,uci_bank_489837,uci_ledger_489837,public_invoice,MATCHED
uci_489840,uci_bank_489840,uci_ledger_489840,public_invoice,MATCHED
uci_489855,uci_bank_489855,uci_ledger_489855,public_invoice,MATCHED
uci_489862,uci_bank_489862,uci_ledger_489862,public_invoice,MATCHED
uci_489863,uci_bank_489863,uci_ledger_489863,public_invoice,MATCHED
uci_489864,uci_bank_489864,uci_ledger_489864,public_invoice,MATCHED
uci_489865,uci_bank_489865,uci_ledger_489865,public_invoice,MATCHED
uci_489866,uci_bank_489866,uci_ledger_489866,public_invoice,MATCHED
uci_489868,uci_bank_489868,uci_ledger_489868,public_invoice,MATCHED
uci_489869,uci_bank_489869,uci_ledger_489869,public_invoice,MATCHED
uci_489870,uci_bank_489870,uci_ledger_489870,public_invoice,MATCHED
uci_489871,uci_bank_489871,uci_ledger_489871,public_invoice,MATCHED
uci_489872,uci_bank_489872,uci_ledger_489872,public_invoice,MATCHED
uci_489873,uci_bank_489873,uci_ledger_489873,public_invoice,MATCHED
uci_489874,uci_bank_489874,uci_ledger_489874,public_invoice,MATCHED
uci_489875,uci_bank_489875,uci_ledger_489875,public_invoice,MATCHED
uci_489877,uci_bank_489877,uci_ledger_489877,public_invoice,MATCHED
uci_489876,uci_bank_489876,uci_ledger_489876,public_invoice,MATCHED
uci_489878,uci_bank_489878,uci_ledger_489878,public_invoice,MATCHED
uci_489879,uci_bank_489879,uci_ledger_489879,public_invoice,MATCHED
uci_489880,uci_bank_489880,uci_ledger_489880,public_invoice,MATCHED
uci_489883,uci_bank_489883,uci_ledger_489883,public_invoice,MATCHED
uci_489884,uci_bank_489884,uci_ledger_489884,public_invoice,MATCHED
uci_489888,uci_bank_489888,uci_ledger_489888,public_invoice,MATCHED
uci_489889,uci_bank_489889,uci_ledger_489889,public_invoice,MATCHED
uci_489890,uci_bank_489890,uci_ledger_489890,public_invoice,MATCHED
uci_489891,uci_bank_489891,uci_ledger_489891,public_invoice,MATCHED
uci_489893,uci_bank_489893,uci_ledger_489893,public_invoice,MATCHED
uci_489894,uci_bank_489894,uci_ledger_489894,public_invoice,MATCHED
uci_489895,uci_bank_489895,uci_ledger_489895,public_invoice,MATCHED
uci_489896,uci_bank_489896,uci_ledger_489896,public_invoice,MATCHED
uci_489897,uci_bank_489897,uci_ledger_489897,public_invoice,MATCHED
uci_489900,uci_bank_489900,uci_ledger_489900,public_invoice,MATCHED
uci_489902,uci_bank_489902,uci_ledger_489902,public_invoice,MATCHED
uci_489904,uci_bank_489904,uci_ledger_489904,public_invoice,MATCHED
uci_489905,uci_bank_489905,uci_ledger_489905,public_invoice,MATCHED
uci_489906,uci_bank_489906,uci_ledger_489906,public_invoice,MATCHED
uci_489907,uci_bank_489907,uci_ledger_489907,public_invoice,MATCHED
uci_489909,uci_bank_489909,uci_ledger_489909,public_invoice,MATCHED
uci_489908,uci_bank_489908,uci_ledger_489908,public_invoice,MATCHED
uci_489910,uci_bank_489910,uci_ledger_489910,public_invoice,MATCHED
uci_489912,uci_bank_489912,uci_ledger_489912,public_invoice,MATCHED
uci_489913,uci_bank_489913,uci_ledger_489913,public_invoice,MATCHED
uci_489914,uci_bank_489914,uci_ledger_489914,public_invoice,MATCHED
uci_489916,uci_bank_489916,uci_ledger_489916,public_invoice,MATCHED
uci_489915,uci_bank_489915,uci_ledger_489915,public_invoice,MATCHED
uci_489932,uci_bank_489932,uci_ledger_489932,public_invoice,MATCHED
uci_489935,uci_bank_489935,uci_ledger_489935,public_invoice,MATCHED
uci_489994,uci_bank_489994,uci_ledger_489994,public_invoice,MATCHED
uci_489996,uci_bank_489996,uci_ledger_489996,public_invoice,MATCHED
uci_489998,uci_bank_489998,uci_ledger_489998,public_invoice,MATCHED
uci_489999,uci_bank_489999,uci_ledger_489999,public_invoice,MATCHED
uci_490000,uci_bank_490000,uci_ledger_490000,public_invoice,MATCHED
uci_490001,uci_bank_490001,uci_ledger_490001,public_invoice,MATCHED
uci_490002,uci_bank_490002,uci_ledger_490002,public_invoice,MATCHED
uci_490003,uci_bank_490003,uci_ledger_490003,public_invoice,MATCHED
uci_490004,uci_bank_490004,uci_ledger_490004,public_invoice,MATCHED
uci_490005,uci_bank_490005,uci_ledger_490005,public_invoice,MATCHED
uci_490006,uci_bank_490006,uci_ledger_490006,public_invoice,MATCHED
uci_490008,uci_bank_490008,uci_ledger_490008,public_invoice,MATCHED
uci_490009,uci_bank_490009,uci_ledger_490009,public_invoice,MATCHED
uci_490010,uci_bank_490010,uci_ledger_490010,public_invoice,MATCHED
uci_490011,uci_bank_490011,uci_ledger_490011,public_invoice,MATCHED
uci_490013,uci_bank_490013,uci_ledger_490013,public_invoice,MATCHED
uci_490012,uci_bank_490012,uci_ledger_490012,public_invoice,MATCHED
uci_490014,uci_bank_490014,uci_ledger_490014,public_invoice,MATCHED
uci_490017,uci_bank_490017,uci_ledger_490017,public_invoice,MATCHED
uci_490018,uci_bank_490018,uci_ledger_490018,public_invoice,MATCHED
uci_490019,uci_bank_490019,uci_ledger_490019,public_invoice,MATCHED
uci_490021,uci_bank_490021,uci_ledger_490021,public_invoice,MATCHED
uci_490020,uci_bank_490020,uci_ledger_490020,public_invoice,MATCHED
uci_490022,uci_bank_490022,uci_ledger_490022,public_invoice,MATCHED
uci_490023,uci_bank_490023,uci_ledger_490023,public_invoice,MATCHED
uci_490024,uci_bank_490024,uci_ledger_490024,public_invoice,MATCHED
uci_490034,uci_bank_490034,uci_ledger_490034,public_invoice,MATCHED
uci_490045,uci_bank_490045,uci_ledger_490045,public_invoice,MATCHED
uci_490047,uci_bank_490047,uci_ledger_490047,public_invoice,MATCHED
uci_490046,uci_bank_490046,uci_ledger_490046,public_invoice,MATCHED
uci_490048,uci_bank_490048,uci_ledger_490048,public_invoice,MATCHED
uci_490049,uci_bank_490049,uci_ledger_490049,public_invoice,MATCHED
uci_490050,uci_bank_490050,uci_ledger_490050,public_invoice,MATCHED
uci_490052,uci_bank_490052,uci_ledger_490052,public_invoice,MATCHED
uci_490053,uci_bank_490053,uci_ledger_490053,public_invoice,MATCHED
uci_490054,uci_bank_490054,uci_ledger_490054,public_invoice,MATCHED
uci_490056,uci_bank_490056,uci_ledger_490056,public_invoice,MATCHED
uci_490057,uci_bank_490057,uci_ledger_490057,public_invoice,MATCHED
uci_490058,uci_bank_490058,uci_ledger_490058,public_invoice,MATCHED
uci_490059,uci_bank_490059,uci_ledger_490059,public_invoice,MATCHED
uci_490060,uci_bank_490060,uci_ledger_490060,public_invoice,MATCHED
uci_490061,uci_bank_490061,uci_ledger_490061,public_invoice,MATCHED
uci_490062,uci_bank_490062,uci_ledger_490062,public_invoice,MATCHED
uci_490063,uci_bank_490063,uci_ledger_490063,public_invoice,MATCHED
uci_490064,uci_bank_490064,uci_ledger_490064,public_invoice,MATCHED
uci_490065,uci_bank_490065,uci_ledger_490065,public_invoice,MATCHED
uci_490066,uci_bank_490066,uci_ledger_490066,public_invoice,MATCHED
uci_490067,uci_bank_490067,uci_ledger_490067,public_invoice,MATCHED
uci_490068,uci_bank_490068,uci_ledger_490068,public_invoice,MATCHED
uci_490069,uci_bank_490069,uci_ledger_490069,public_invoice,MATCHED
uci_490070,uci_bank_490070,uci_ledger_490070,public_invoice,MATCHED
uci_490071,uci_bank_490071,uci_ledger_490071,public_invoice,MATCHED
uci_490072,uci_bank_490072,uci_ledger_490072,public_invoice,MATCHED
uci_490073,uci_bank_490073,uci_ledger_490073,public_invoice,MATCHED
uci_490075,uci_bank_490075,uci_ledger_490075,public_invoice,MATCHED
uci_490077,uci_bank_490077,uci_ledger_490077,public_invoice,MATCHED
uci_490078,uci_bank_490078,uci_ledger_490078,public_invoice,MATCHED
uci_490079,uci_bank_490079,uci_ledger_490079,public_invoice,MATCHED
uci_490080,uci_bank_490080,uci_ledger_490080,public_invoice,MATCHED
uci_490081,uci_bank_490081,uci_ledger_490081,public_invoice,MATCHED
uci_490082,uci_bank_490082,uci_ledger_490082,public_invoice,MATCHED
uci_490083,uci_bank_490083,uci_ledger_490083,public_invoice,MATCHED
uci_490085,uci_bank_490085,uci_ledger_490085,public_invoice,MATCHED
uci_490086,uci_bank_490086,uci_ledger_490086,public_invoice,MATCHED
uci_490087,uci_bank_490087,uci_ledger_490087,public_invoice,MATCHED
uci_490088,uci_bank_490088,uci_ledger_490088,public_invoice,MATCHED
uci_490089,uci_bank_490089,uci_ledger_490089,public_invoice,MATCHED
uci_490090,uci_bank_490090,uci_ledger_490090,public_invoice,MATCHED
uci_490092,uci_bank_490092,uci_ledger_490092,public_invoice,MATCHED
uci_490091,uci_bank_490091,uci_ledger_490091,public_invoice,MATCHED
uci_490093,uci_bank_490093,uci_ledger_490093,public_invoice,MATCHED
uci_490094,uci_bank_490094,uci_ledger_490094,public_invoice,MATCHED
uci_490095,uci_bank_490095,uci_ledger_490095,public_invoice,MATCHED
uci_490097,uci_bank_490097,uci_ledger_490097,public_invoice,MATCHED
uci_490099,uci_bank_490099,uci_ledger_490099,public_invoice,MATCHED
uci_490100,uci_bank_490100,uci_ledger_490100,public_invoice,MATCHED
uci_490101,uci_bank_490101,uci_ledger_490101,public_invoice,MATCHED
uci_490106,uci_bank_490106,uci_ledger_490106,public_invoice,MATCHED
uci_490107,uci_bank_490107,uci_ledger_490107,public_invoice,MATCHED
uci_490108,uci_bank_490108,uci_ledger_490108,public_invoice,MATCHED
uci_490109,uci_bank_490109,uci_ledger_490109,public_invoice,MATCHED
uci_490110,uci_bank_490110,uci_ledger_490110,public_invoice,MATCHED
uci_490111,uci_bank_490111,uci_ledger_490111,public_invoice,MATCHED
uci_490112,uci_bank_490112,uci_ledger_490112,public_invoice,MATCHED
uci_490113,uci_bank_490113,uci_ledger_490113,public_invoice,MATCHED
uci_490114,uci_bank_490114,uci_ledger_490114,public_invoice,MATCHED
uci_490115,uci_bank_490115,uci_ledger_490115,public_invoice,MATCHED
uci_490116,uci_bank_490116,uci_ledger_490116,public_invoice,MATCHED
uci_490118,uci_bank_490118,uci_ledger_490118,public_invoice,MATCHED
uci_490119,uci_bank_490119,uci_ledger_490119,public_invoice,MATCHED
uci_490121,uci_bank_490121,uci_ledger_490121,public_invoice,MATCHED
uci_490124,uci_bank_490124,uci_ledger_490124,public_invoice,MATCHED
uci_490125,uci_bank_490125,uci_ledger_490125,public_invoice,MATCHED
uci_490127,uci_bank_490127,uci_ledger_490127,public_invoice,MATCHED
uci_490128,uci_bank_490128,uci_ledger_490128,public_invoice,MATCHED
uci_490132,uci_bank_490132,uci_ledger_490132,public_invoice,MATCHED
uci_490134,uci_bank_490134,uci_ledger_490134,public_invoice,MATCHED
uci_490135,uci_bank_490135,uci_ledger_490135,public_invoice,MATCHED
uci_490136,uci_bank_490136,uci_ledger_490136,public_invoice,MATCHED
uci_490137,uci_bank_490137,uci_ledger_490137,public_invoice,MATCHED
uci_490138,uci_bank_490138,uci_ledger_490138,public_invoice,MATCHED
uci_490139,uci_bank_490139,uci_ledger_490139,public_invoice,MATCHED
uci_490140,uci_bank_490140,uci_ledger_490140,public_invoice,MATCHED
uci_490141,uci_bank_490141,uci_ledger_490141,public_invoice,MATCHED
uci_490142,uci_bank_490142,uci_ledger_490142,public_invoice,MATCHED
uci_490143,uci_bank_490143,uci_ledger_490143,public_invoice,MATCHED
uci_490144,uci_bank_490144,uci_ledger_490144,public_invoice,MATCHED
uci_490145,uci_bank_490145,uci_ledger_490145,public_invoice,MATCHED
uci_490147,uci_bank_490147,uci_ledger_490147,public_invoice,MATCHED
uci_490151,uci_bank_490151,uci_ledger_490151,public_invoice,MATCHED
uci_490152,uci_bank_490152,uci_ledger_490152,public_invoice,MATCHED
uci_490154,uci_bank_490154,uci_ledger_490154,public_invoice,MATCHED
uci_490156,uci_bank_490156,uci_ledger_490156,public_invoice,MATCHED
uci_490157,uci_bank_490157,uci_ledger_490157,public_invoice,MATCHED
uci_490158,uci_bank_490158,uci_ledger_490158,public_invoice,MATCHED
uci_490159,uci_bank_490159,uci_ledger_490159,public_invoice,MATCHED
uci_490160,uci_bank_490160,uci_ledger_490160,public_invoice,MATCHED
uci_490161,uci_bank_490161,uci_ledger_490161,public_invoice,MATCHED
uci_490162,uci_bank_490162,uci_ledger_490162,public_invoice,MATCHED
uci_490163,uci_bank_490163,uci_ledger_490163,public_invoice,MATCHED
uci_490164,uci_bank_490164,uci_ledger_490164,public_invoice,MATCHED
uci_490166,uci_bank_490166,uci_ledger_490166,public_invoice,MATCHED
uci_490167,uci_bank_490167,uci_ledger_490167,public_invoice,MATCHED
uci_490171,uci_bank_490171,uci_ledger_490171,public_invoice,MATCHED
uci_490202,uci_bank_490202,uci_ledger_490202,public_invoice,MATCHED
uci_490209,uci_bank_490209,uci_ledger_490209,public_invoice,MATCHED
uci_490212,uci_bank_490212,uci_ledger_490212,public_invoice,MATCHED
uci_490214,uci_bank_490214,uci_ledger_490214,public_invoice,MATCHED
uci_490218,uci_bank_490218,uci_ledger_490218,public_invoice,MATCHED
uci_490219,uci_bank_490219,uci_ledger_490219,public_invoice,MATCHED
uci_490229,uci_bank_490229,uci_ledger_490229,public_invoice,MATCHED
uci_490247,uci_bank_490247,uci_ledger_490247,public_invoice,MATCHED
uci_490258,uci_bank_490258,uci_ledger_490258,public_invoice,MATCHED
uci_490266,uci_bank_490266,uci_ledger_490266,public_invoice,MATCHED
uci_490272,uci_bank_490272,uci_ledger_490272,public_invoice,MATCHED
uci_490277,uci_bank_490277,uci_ledger_490277,public_invoice,MATCHED
uci_490279,uci_bank_490279,uci_ledger_490279,public_invoice,MATCHED
uci_490281,uci_bank_490281,uci_ledger_490281,public_invoice,MATCHED
uci_490282,uci_bank_490282,uci_ledger_490282,public_invoice,MATCHED
uci_490284,uci_bank_490284,uci_ledger_490284,public_invoice,MATCHED
uci_490286,uci_bank_490286,uci_ledger_490286,public_invoice,MATCHED
uci_490285,uci_bank_490285,uci_ledger_490285,public_invoice,MATCHED
uci_490288,uci_bank_490288,uci_ledger_490288,public_invoice,MATCHED
uci_490287,uci_bank_490287,uci_ledger_490287,public_invoice,MATCHED
uci_490289,uci_bank_490289,uci_ledger_490289,public_invoice,MATCHED
uci_490290,uci_bank_490290,uci_ledger_490290,public_invoice,MATCHED
uci_490291,uci_bank_490291,uci_ledger_490291,public_invoice,MATCHED
uci_490292,uci_bank_490292,uci_ledger_490292,public_invoice,MATCHED
uci_490293,uci_bank_490293,uci_ledger_490293,public_invoice,MATCHED
